"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xERA","playerid"
"Al Nipper","BOS","9","12","0","25","25","162.0","4.72","4.56","0.78",".273","72.2%","","","","4.06","","4.44","","1.1","26","9","12","4.06","25","25","5","0","0","","162.0","713","157","83","73","14","82","3","9","3","1","85","","","","","","","","","","","","4.72","4.56","1.04","8.72","0.78",".252","1.48",".273","72.2%","4.44","","","","","","","","","11.2","162.0","","","11.2","1.1","","","","0.14","-12.10","12.23","1.58","0.09","0.95","0.86","0.87","1.04","20","-0.12","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","96","111","","11.9%","11.5%","","","-0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","0.3","0.6","0.9","26 - 26","0.4%","","","","","","","4.49","25.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","137","66","97","80","98","108","98","102","88","133","","","","","","","","","","","","","","","","","","0","","","","1009602"
"Mark Gubicza","KCR","14","10","0","29","28","177.1","5.02","3.91","0.71",".258","69.2%","","","","4.06","","3.98","","2.2","22","14","10","4.06","29","28","0","0","0","","177.1","760","160","88","80","14","77","0","5","12","0","99","","","","","","","","","","","","5.02","3.91","1.29","8.12","0.71",".236","1.34",".258","69.2%","3.98","","","","","","","","","22.7","175.0","-1.2","2.1","21.5","2.2","","","","0.42","-13.10","13.53","-0.03","0.01","1.05","0.94","0.87","1.50","29","0.35","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","97","99","","13.0%","10.1%","","","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","1.0","-0.9","0.1","22 - 22","2.9%","","","","","","","4.19","25.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","117","81","90","73","92","98","93","98","96","117","","","","","","","","","","","","","","","","","","0","","","","1005115"
"Charlie Kerfeld","HOU","4","2","0","11","6","44.1","6.09","5.08","0.41",".309","71.0%","","","","4.06","","3.61","","0.3","21","4","2","4.06","11","6","0","0","0","","44.1","193","44","22","20","2","25","2","0","1","0","30","","","","","","","","","","","","6.09","5.08","1.20","8.93","0.41",".262","1.56",".309","71.0%","3.61","","","","","","","","","2.9","30.1","-0.3","14.0","2.6","0.3","","","","0.14","-3.12","3.26","-1.12","-0.17","1.00","0.88","0.79","1.30","9","0.04","0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0","119","105","","15.5%","13.0%","","","0.45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","-0.4","0.1","-0.3","21 - 21","2.6%","","","","","","","4.23","29.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","155","72","105","55","106","118","112","98","108","150","","","","","","","","","","","","","","","","","","0","","","","1006860"
"Mike Boddicker","BAL","12","17","0","32","32","203.1","5.98","3.94","0.58",".325","71.7%","","","","4.07","","3.57","","3.8","27","12","17","4.07","32","32","9","2","0","","203.1","900","227","104","92","13","89","7","5","5","0","135","","","","","","","","","","","","5.98","3.94","1.52","10.05","0.58",".282","1.55",".325","71.7%","3.57","","","","","","","","","35.8","203.1","","","35.8","3.8","","","","0.20","-18.25","18.45","5.93","0.49","1.17","1.03","0.90","1.45","23","0.31","-0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","100","87","","15.0%","9.9%","","","0.50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","-2.4","0.7","-1.6","27 - 27","5.1%","","","","","","","3.92","26.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","118","96","112","59","110","113","117","101","110","115","","","","","","","","","","","","","","","","","","0","","","","1001111"
"Joe Beckwith","KCR","1","5","1","49","0","95.0","7.58","3.03","0.85",".315","73.3%","","","","4.07","","3.34","","0.9","30","1","5","4.07","49","0","0","0","1","","95.0","410","99","45","43","9","32","8","3","5","0","80","","","","","","","","","","","","7.58","3.03","2.50","9.38","0.85",".264","1.38",".315","73.3%","3.34","","","","","","","","","","","9.2","95.0","9.2","0.9","","","","-0.44","-6.67","6.23","-5.15","-0.47","0.92","0.88","0.97","1.13","28","-0.71","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","12","98","83","","19.5%","7.8%","","","0.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","-0.9","0.5","-0.4","30 - 30","11.7%","","","","","","","3.13","29.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144","91","158","104","88","103","101","113","103","143","90","","","","","","","","","","","","","","","","","","0","","","","1000758"
"Jeff Dedmon","ATL","6","3","0","60","0","86.0","4.29","5.13","0.52",".281","64.6%","","","","4.08","","4.23","","-0.3","25","6","3","4.08","60","0","0","0","0","","86.0","377","84","52","39","5","49","14","1","2","1","41","","","","","","","","","","","","4.29","5.13","0.84","8.79","0.52",".257","1.55",".281","64.6%","4.23","","","","","","","","","","","-2.3","86.0","-2.3","-0.3","","","","-0.97","-7.79","6.82","-6.10","-0.66","1.12","1.13","1.39","1.17","45","-0.07","-0.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","13","107","112","","10.9%","13.0%","","","-0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.1","-0.1","-0.8","-0.9","25 - 25","-2.1%","","","","","","","4.79","25.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","156","50","103","71","104","118","102","89","75","151","","","","","","","","","","","","","","","","","","0","","","","1003132"
"Phil Niekro","NYY","16","12","0","33","33","220.0","6.10","4.91","1.19",".266","75.6%","","","","4.09","","4.71","","1.0","46","16","12","4.09","33","33","7","1","0","","220.0","955","203","110","100","29","120","1","2","5","2","149","","","","","","","","","","","","6.10","4.91","1.24","8.30","1.19",".244","1.47",".266","75.6%","4.71","","","","","","","","","10.6","220.0","","","10.6","1.0","","","","-0.42","-16.61","16.19","-2.69","-0.21","0.95","0.83","0.88","1.16","26","-1.18","0.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","101","116","","15.6%","12.6%","","","-0.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","0.8","0.7","1.4","46 - 46","3.0%","","","","","","","4.17","31.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116","147","79","92","122","95","107","95","107","115","146","","","","","","","","","","","","","","","","","","0","","","","1009583"
"Frank Viola","MIN","18","14","0","36","36","250.2","4.85","2.44","0.93",".285","66.3%","","","","4.09","","3.79","","3.9","25","18","14","4.09","36","36","9","0","0","","250.2","1059","262","136","114","26","68","3","2","6","2","135","","","","","","","","","","","","4.85","2.44","1.99","9.41","0.93",".265","1.32",".285","66.3%","3.79","","","","","","","","","37.4","250.2","","","37.4","3.9","","","","-0.02","-16.73","16.71","-0.84","-0.21","0.87","0.80","0.87","1.39","27","1.19","-1.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","95","93","","12.7%","6.4%","","","0.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","-0.3","-1.1","-1.4","25 - 25","6.3%","","","","","","","3.78","21.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","73","126","105","96","103","96","102","93","94","74","","","","","","","","","","","","","","","","","","0","","","","1013435"
"Joe Johnson","ATL","4","4","0","15","14","85.2","3.57","2.52","0.95",".290","71.3%","","","","4.10","","4.20","","0.6","23","4","4","4.10","15","14","1","0","0","","85.2","367","95","44","39","9","24","5","3","2","0","34","","","","","","","","","","","","3.57","2.52","1.42","9.98","0.95",".279","1.39",".290","71.3%","4.20","","","","","","","","","5.4","82.2","0.4","3.0","5.8","0.6","","","","-0.24","-7.26","7.02","-2.32","-0.35","1.08","0.96","0.85","1.25","14","-0.78","0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","107","111","","9.3%","6.5%","","","-0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","-0.4","0.4","0.0","23 - 23","2.7%","","","","","","","4.21","18.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","77","85","117","129","113","106","105","99","64","76","","","","","","","","","","","","","","","","","","0","","","","1006473"
"Jerry Reed","CLE","3","5","8","33","5","72.1","4.60","2.36","1.49",".239","66.5%","","","","4.11","","4.73","","-0.2","29","3","5","4.11","33","5","0","0","8","","72.1","301","67","41","33","12","19","2","3","4","0","37","","","","","","","","","","","","4.60","2.36","1.95","8.34","1.49",".240","1.19",".239","66.5%","4.73","","","","","","","","","3.8","25.1","-5.4","47.0","-1.6","-0.2","","","","-0.76","-6.76","6.00","-3.96","-0.43","1.12","1.15","1.42","1.33","14","-0.11","-0.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","8","97","114","","12.3%","6.3%","","","-0.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.7","-0.3","0.3","29 - 29","6.0%","","","","","","","3.82","22.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","71","123","93","154","93","87","86","94","90","73","","","","","","","","","","","","","","","","","","0","","","","1010769"
"Ron Romanick","CAL","14","9","0","31","31","195.0","2.95","2.86","1.34",".269","74.3%","","","","4.11","","4.98","","0.8","24","14","9","4.11","31","31","6","1","0","","195.0","831","210","101","89","29","62","1","4","2","3","64","","","","","","","","","","","","2.95","2.86","1.03","9.69","1.34",".275","1.39",".269","74.3%","4.98","","","","","","","","","7.8","195.0","","","7.8","0.8","","","","0.75","-13.46","14.21","-1.32","-0.13","0.96","0.87","0.87","1.01","25","-1.08","1.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","100","118","","7.7%","7.5%","","","-0.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","0.6","0.6","1.2","24 - 24","0.2%","","","","","","","4.51","18.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","86","65","108","138","107","102","97","105","57","86","","","","","","","","","","","","","","","","","","0","","","","1011168"
"Bruce Kison","BOS","5","3","1","22","9","92.0","5.48","3.13","0.88",".297","74.3%","","","","4.11","","3.81","","1.0","35","5","3","4.11","22","9","0","0","1","","92.0","398","98","43","42","9","32","4","1","1","0","56","","","","","","","","","","","","5.48","3.13","1.75","9.59","0.88",".268","1.41",".297","74.3%","3.81","","","","","","","","","7.1","52.1","2.4","39.2","9.4","1.0","","","","0.31","-6.72","7.03","7.01","0.62","0.98","0.97","1.34","1.32","17","0.48","-0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","4","97","96","","14.1%","8.0%","","","0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","-0.4","0.9","0.5","35 - 35","6.0%","","","","","","","3.81","24.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","94","111","107","91","105","103","106","105","103","93","","","","","","","","","","","","","","","","","","0","","","","1006978"
"Steve Mura","OAK","1","1","1","23","1","48.0","5.44","4.69","0.56",".250","66.3%","","","","4.12","","3.85","","0.2","30","1","1","4.12","23","1","0","0","1","","48.0","209","41","25","22","3","25","4","0","0","0","29","","","","","","","","","","","","5.44","4.69","1.16","7.69","0.56",".223","1.37",".250","66.3%","3.85","","","","","","","","","0.7","5.1","1.3","42.2","1.9","0.2","","","","-0.09","-1.98","1.89","-1.98","-0.17","0.56","0.60","0.56","0.75","13","0.30","-0.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","106","96","","13.9%","12.0%","","","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.1","0.3","-0.6","-0.3","30 - 30","1.9%","","","","","","","4.31","27.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","141","74","85","58","87","100","90","94","102","139","","","","","","","","","","","","","","","","","","0","","","","1009337"
"Chris Welsh","TEX","2","5","0","25","6","76.1","3.66","2.95","1.30",".321","78.5%","","","","4.13","","4.89","","-0.2","30","2","5","4.13","25","6","0","0","0","","76.1","351","101","40","35","11","25","3","4","5","0","31","","","","","","","","","","","","3.66","2.95","1.24","11.91","1.30",".314","1.65",".321","78.5%","4.89","","","","","","","","","-0.5","28.2","-1.9","47.2","-2.4","-0.2","","","","-0.62","-3.94","3.32","-8.62","-0.86","0.55","0.56","0.73","0.47","21","-1.04","-0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4","98","120","","8.8%","7.1%","","","-0.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","-0.9","1.5","0.5","30 - 30","1.7%","","","","","","","4.33","19.1%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","89","79","132","134","122","121","115","111","65","82","","","","","","","","","","","","","","","","","","0","","","","1013772"
"Joel Davis","CHW","3","3","0","12","11","71.1","4.67","3.28","0.76",".274","71.4%","","","","4.16","","3.88","","1.0","20","3","3","4.16","12","11","1","0","0","","71.1","307","71","34","33","6","26","0","1","1","0","37","","","","","","","","","","","","4.67","3.28","1.42","8.96","0.76",".254","1.36",".274","71.4%","3.88","","","","","","","","","9.2","68.1","0.9","3.0","10.2","1.0","","","","0.41","-5.50","5.91","3.73","0.36","1.10","1.05","0.92","1.95","11","0.51","-0.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","97","94","","12.1%","8.5%","","","0.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2","0.1","0.0","0.2","20 - 20","3.6%","","","","","","","4.11","22.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","99","90","100","78","99","99","98","101","88","98","","","","","","","","","","","","","","","","","","0","","","","1003061"
"Neil Allen","- - -","2","4","3","40","1","58.1","4.01","4.63","0.62",".273","69.5%","","","","4.17","","4.28","","-0.4","27","2","4","4.17","40","1","0","0","3","","58.1","259","58","31","27","4","30","6","1","3","1","26","","","","","","","","","","","","4.01","4.63","0.87","8.95","0.62",".254","1.51",".273","69.5%","4.28","","","","","","","","","-1.3","2.1","-2.2","55.3","-3.5","-0.4","","","","-0.90","-4.51","3.61","-5.51","-0.69","0.94","1.02","1.26","1.27","17","-0.19","-0.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","11","113","115","","10.0%","11.6%","","","-0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3","0.1","-0.1","0.1","27 - 27","-1.5%","","","","","","","4.72","23.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","140","54","102","79","101","113","99","97","72","134","","","","","","","","","","","","","","","","","","0","","","","1000154"
"Luis DeLeon","SDP","0","3","3","29","0","38.2","7.22","2.33","1.40",".292","78.0%","","","","4.19","","4.11","","-0.1","26","0","3","4.19","29","0","0","0","3","","38.2","163","39","18","18","6","10","4","3","1","0","31","","","","","","","","","","","","7.22","2.33","3.10","9.08","1.40",".260","1.27",".292","78.0%","4.11","","","","","","","","","","","-1.0","38.2","-1.0","-0.1","","","","-1.76","-3.62","1.86","-3.47","-0.43","0.86","1.12","1.52","1.29","16","-0.20","-1.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","10","118","111","","19.0%","6.1%","","","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","-0.1","0.2","0.1","26 - 26","12.9%","","","","","","","2.99","28.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131","71","185","106","190","105","96","106","108","132","71","","","","","","","","","","","","","","","","","","0","","","","1003169"
"Frank Williams","SFG","2","4","0","49","0","73.0","6.66","4.32","0.62",".275","67.7%","","","","4.19","","3.78","","0.1","27","2","4","4.19","49","0","0","0","0","","73.0","318","65","39","34","5","35","7","6","3","1","54","","","","","","","","","","","","6.66","4.32","1.54","8.01","0.62",".235","1.37",".275","67.7%","3.78","","","","","","","","","","","0.5","73.0","0.5","0.1","","","","-0.93","-4.86","3.93","-10.51","-1.14","0.87","0.88","0.92","1.11","34","-0.72","-0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","13","120","103","","17.0%","11.0%","","","0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.7","0.1","-0.8","-0.7","27 - 27","6.0%","","","","","","","3.82","29.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","131","92","94","84","95","104","100","94","118","128","","","","","","","","","","","","","","","","","","0","","","","1013997"
"Dave Rozema","TEX","3","7","7","34","4","88.0","4.30","2.25","1.02",".302","71.8%","","","","4.19","","4.03","","0.5","28","3","7","4.19","34","4","0","0","7","","88.0","374","100","45","41","10","22","3","2","1","0","42","","","","","","","","","","","","4.30","2.25","1.91","10.23","1.02",".286","1.39",".302","71.8%","4.03","","","","","","","","","4.8","25.0","-0.3","63.0","4.4","0.5","","","","-0.29","-6.43","6.14","-0.18","0.01","0.92","1.02","1.43","0.58","18","0.57","-0.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","9","100","99","","11.2%","5.9%","","","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","-0.6","0.6","0.0","28 - 28","5.3%","","","","","","","3.90","19.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","68","121","114","105","111","101","108","101","82","68","","","","","","","","","","","","","","","","","","0","","","","1011273"
"Mike Madden","HOU","0","0","0","13","0","19.0","7.58","5.21","0.47",".438","64.8%","","","","4.26","","3.42","","0.0","27","0","0","4.26","13","0","0","0","0","","19.0","92","29","15","9","1","11","0","0","1","0","16","","","","","","","","","","","","7.58","5.21","1.45","13.74","0.47",".358","2.11",".438","64.8%","3.42","","","","","","","","","","","0.2","19.0","0.2","0.0","","","","-0.43","-0.90","0.46","-11.14","-1.27","0.37","0.38","0.44","0.32","9","-0.35","-0.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","2","125","99","","17.4%","12.0%","","","0.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.5","-0.9","0.3","-0.6","27 - 27","5.4%","","","","","","","3.89","30.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138","159","87","161","65","145","160","159","90","120","139","","","","","","","","","","","","","","","","","","0","","","","1007944"
